#      x         y         z      atomnum  distance    energy 
     -0.00      0.01     28.00     25.00     48.45     -4.23 
     -0.00      0.01     30.02     26.00     50.43     -3.95 
     -0.00      0.00     32.01     27.00     52.43     -2.54 
     -0.00      0.00     34.00     28.00     54.42     -2.59 
     -0.01      0.00     35.99     29.00     56.41     -2.74 
     -0.01      0.00     37.98     30.00     58.40     -3.50 
     -0.01      0.01     39.97     31.00     60.40     -5.06 
     -0.01      0.00     41.96     32.00     62.41     -7.21 
     -0.01      0.00     43.97     33.00     64.42     -9.45 
     -0.00      0.00     45.98     34.00     66.43    -11.15 
     -0.00      0.00     47.99     35.00     68.45    -12.43 
      0.00      0.00     50.00     36.00     68.45    -12.82 
&
      0.00      0.00    -20.00      1.00      0.00     -5.38 
     -0.01     -0.01    -17.99      2.00      1.98     -5.06 
      0.02      0.01    -16.06      3.00      4.10     -5.67 
     -0.03     -0.03    -14.03      4.00      6.14     -7.65 
     -0.06     -0.05    -12.02      5.00      8.19     -9.41 
     -0.04     -0.05    -10.00      6.00     10.26    -10.87 
      0.02     -0.03     -8.00      7.00     12.29    -10.41 
      0.03      0.00     -6.02      8.00     14.39    -10.65 
     -0.02      0.00     -3.98      9.00     16.43    -11.42 
     -0.02     -0.03     -1.96     10.00     18.45     -9.83 
      0.00     -0.01      0.02     11.00     20.43     -7.96 
     -0.01     -0.00      1.98     12.00     22.42     -7.23 
     -0.01     -0.01      3.97     13.00     24.45     -8.82 
     -0.01     -0.00      5.99     14.00     26.48    -10.27 
     -0.00      0.00      8.01     15.00     28.47     -9.98 
     -0.00      0.00     10.00     16.00     30.49     -9.57 
     -0.00     -0.00     12.02     17.00     32.50     -9.67 
      0.00      0.00     14.02     18.00     34.49     -8.28 
     -0.00      0.00     16.00     19.00     36.50     -7.33 
     -0.00      0.00     18.02     20.00     38.49     -7.14 
     -0.00      0.00     20.00     21.00     40.49     -5.89 
     -0.00      0.00     22.00     22.00     42.50     -5.96 
     -0.00      0.00     24.02     23.00     44.50     -5.51 
     -0.00      0.00     26.01     24.00     46.49     -4.55 
     -0.00      0.01     28.00     25.00     48.52     -4.23 
     -0.00      0.01     30.02     26.00     50.50     -3.95 
     -0.00      0.00     32.01     27.00     52.50     -2.54 
     -0.00      0.01     34.00     28.00     54.49     -2.59 
     -0.01      0.01     35.99     29.00     56.48     -2.74 
     -0.01      0.00     37.98     30.00     58.47     -3.50 
     -0.01      0.01     39.96     31.00     60.47     -5.05 
     -0.01      0.00     41.96     32.00     62.47     -7.20 
     -0.01      0.01     43.97     33.00     64.48     -9.45 
     -0.01      0.00     45.97     34.00     66.50    -11.15 
     -0.00      0.00     47.99     35.00     68.52    -12.43 
      0.00      0.00     50.00     36.00     68.52    -12.82 
&
      0.00      0.00    -20.00      1.00      0.00     -5.38 
     -0.01     -0.02    -17.99      2.00      1.98     -5.05 
      0.02      0.01    -16.06      3.00      4.11     -5.65 
     -0.04     -0.03    -14.03      4.00      6.17     -7.63 
     -0.07     -0.06    -12.02      5.00      8.22     -9.39 
     -0.04     -0.06    -10.00      6.00     10.30    -10.85 
      0.02     -0.04     -8.00      7.00     12.34    -10.40 
      0.04      0.00     -6.02      8.00     14.45    -10.65 
     -0.02      0.00     -3.97      9.00     16.50    -11.42 
     -0.02     -0.03     -1.96     10.00     18.52     -9.81 
      0.00     -0.01      0.03     11.00     20.49     -7.95 
     -0.01     -0.00      1.98     12.00     22.49     -7.23 
     -0.01     -0.01      3.97     13.00     24.52     -8.81 
     -0.01     -0.00      5.99     14.00     26.55    -10.27 
     -0.01      0.00      8.01     15.00     28.54     -9.98 
     -0.00      0.00     10.00     16.00     30.57     -9.57 
     -0.00     -0.00     12.02     17.00     32.57     -9.66 
      0.00      0.00     14.02     18.00     34.56     -8.28 
     -0.00      0.00     16.01     19.00     36.58     -7.33 
     -0.00      0.00     18.02     20.00     38.56     -7.14 
     -0.00      0.00     20.00     21.00     40.56     -5.89 
     -0.00      0.00     22.01     22.00     42.58     -5.96 
     -0.00      0.00     24.02     23.00     44.57     -5.51 
     -0.00      0.01     26.01     24.00     46.57     -4.55 
     -0.00      0.01     28.00     25.00     48.59     -4.23 
     -0.00      0.01     30.03     26.00     50.58     -3.95 
     -0.00      0.01     32.01     27.00     52.57     -2.54 
     -0.01      0.01     34.00     28.00     54.56     -2.59 
     -0.01      0.01     35.99     29.00     56.55     -2.74 
     -0.01      0.01     37.97     30.00     58.54     -3.50 
     -0.01      0.01     39.96     31.00     60.53     -5.05 
     -0.01      0.00     41.95     32.00     62.54     -7.20 
     -0.01      0.01     43.96     33.00     64.56     -9.45 
     -0.01      0.00     45.97     34.00     66.57    -11.15 
     -0.01      0.00     47.99     35.00     68.60    -12.43 
      0.00      0.00     50.00     36.00     68.60    -12.82 
&
      0.00      0.00    -20.00      1.00      0.00     -5.38 
     -0.01     -0.02    -17.99      2.00      1.98     -5.05 
      0.02      0.01    -16.07      3.00      4.13     -5.63 
     -0.05     -0.04    -14.03      4.00      6.19     -7.62 
     -0.07     -0.06    -12.03      5.00      8.25     -9.36 
     -0.05     -0.07    -10.00      6.00     10.34    -10.83 
      0.02     -0.04     -8.00      7.00     12.38    -10.40 
      0.04      0.00     -6.03      8.00     14.51    -10.65 
     -0.03      0.00     -3.97      9.00     16.56    -11.41 
     -0.02     -0.03     -1.95     10.00     18.59     -9.80 
      0.00     -0.01      0.03     11.00     20.56     -7.95 
     -0.01     -0.00      1.98     12.00     22.55     -7.23 
     -0.01     -0.01      3.96     13.00     24.59     -8.81 
     -0.01     -0.00      5.99     14.00     26.62    -10.27 
     -0.01      0.00      8.01     15.00     28.61     -9.98 
     -0.00      0.00     10.00     16.00     30.64     -9.57 
     -0.00     -0.00     12.02     17.00     32.65     -9.66 
      0.00      0.00     14.03     18.00     34.64     -8.28 
     -0.00      0.00     16.01     19.00     36.66     -7.33 
     -0.00      0.00     18.03     20.00     38.64     -7.14 
     -0.00      0.00     20.01     21.00     40.64     -5.89 
     -0.00      0.00     22.01     22.00     42.66     -5.96 
     -0.00      0.00     24.02     23.00     44.65     -5.51 
     -0.00      0.01     26.01     24.00     46.65     -4.55 
     -0.00      0.01     28.00     25.00     48.67     -4.23 
     -0.00      0.01     30.03     26.00     50.66     -3.94 
     -0.00      0.01     32.01     27.00     52.65     -2.54 
     -0.01      0.01     34.00     28.00     54.64     -2.59 
     -0.01      0.01     35.99     29.00     56.63     -2.74 
     -0.01      0.01     37.97     30.00     58.61     -3.49 
     -0.01      0.01     39.95     31.00     60.61     -5.04 
     -0.01      0.00     41.95     32.00     62.62     -7.19 
     -0.01      0.01     43.96     33.00     64.63     -9.44 
     -0.01      0.01     45.97     34.00     66.65    -11.15 
     -0.01      0.00     47.98     35.00     68.68    -12.43 
      0.00      0.00     50.00     36.00     68.68    -12.82 
&
      0.00      0.00    -20.00      1.00      0.00     -5.38 
     -0.02     -0.02    -17.99      2.00      1.98     -5.05 
      0.02      0.01    -16.08      3.00      4.14     -5.61 
     -0.05     -0.04    -14.04      4.00      6.21     -7.60 
     -0.08     -0.07    -12.03      5.00      8.28     -9.33 
     -0.05     -0.08    -10.00      6.00     10.39    -10.81 
      0.02     -0.05     -8.00      7.00     12.44    -10.39 
      0.04      0.00     -6.03      8.00     14.57    -10.65 
     -0.03      0.00     -3.96      9.00     16.64    -11.40 
     -0.02     -0.04     -1.95     10.00     18.67     -9.78 
      0.00     -0.01      0.03     11.00     20.63     -7.95 
     -0.01     -0.00      1.98     12.00     22.63     -7.23 
     -0.01     -0.01      3.96     13.00     24.67     -8.80 
     -0.01     -0.00      5.99     14.00     26.70    -10.27 
     -0.01      0.00      8.01     15.00     28.69     -9.98 
     -0.00      0.00     10.00     16.00     30.73     -9.57 
     -0.00     -0.00     12.03     17.00     32.74     -9.66 
      0.00      0.00     14.03     18.00     34.72     -8.28 
     -0.00      0.00     16.01     19.00     36.74     -7.33 
     -0.00      0.00     18.03     20.00     38.72     -7.14 
     -0.00      0.00     20.01     21.00     40.73     -5.89 
     -0.00      0.00     22.01     22.00     42.75     -5.96 
     -0.00      0.01     24.02     23.00     44.74     -5.51 
     -0.00      0.01     26.01     24.00     46.73     -4.55 
     -0.00      0.01     28.00     25.00     48.76     -4.23 
     -0.00      0.01     30.03     26.00     50.74     -3.94 
     -0.01      0.01     32.01     27.00     52.74     -2.54 
     -0.01      0.01     34.00     28.00     54.72     -2.59 
     -0.01      0.01     35.99     29.00     56.71     -2.74 
     -0.01      0.01     37.97     30.00     58.69     -3.49 
     -0.01      0.01     39.95     31.00     60.69     -5.03 
     -0.01      0.01     41.94     32.00     62.70     -7.18 
     -0.01      0.01     43.95     33.00     64.72     -9.44 
     -0.01      0.01     45.96     34.00     66.74    -11.14 
     -0.01      0.00     47.98     35.00     68.77    -12.43 
      0.00      0.00     50.00     36.00     68.77    -12.82 
&
      0.00      0.00    -20.00      1.00      0.00     -5.38 
     -0.02     -0.02    -17.99      2.00      1.98     -5.05 
      0.03      0.01    -16.09      3.00      4.16     -5.58 
     -0.06     -0.05    -14.04      4.00      6.24     -7.58 
     -0.09     -0.08    -12.03      5.00      8.31     -9.30 
     -0.06     -0.09    -10.00      6.00     10.44    -10.78 
      0.03     -0.05     -8.01      7.00     12.49    -10.39 
      0.05      0.00     -6.03      8.00     14.64    -10.65 
     -0.03      0.00     -3.96      9.00     16.72    -11.39 
     -0.03     -0.04     -1.94     10.00     18.75     -9.76 
      0.00     -0.02      0.04     11.00     20.71     -7.94 
     -0.01     -0.00      1.98     12.00     22.71     -7.22 
     -0.01     -0.01      3.95     13.00     24.76     -8.79 
     -0.01     -0.00      5.99     14.00     26.79    -10.27 
     -0.01      0.00      8.01     15.00     28.78     -9.98 
     -0.00      0.00     10.00     16.00     30.82     -9.57 
     -0.00     -0.00     12.03     17.00     32.83     -9.66 
      0.00      0.00     14.03     18.00     34.81     -8.28 
     -0.00      0.01     16.01     19.00     36.84     -7.33 
     -0.00      0.01     18.03     20.00     38.81     -7.14 
     -0.00      0.00     20.01     21.00     40.82     -5.89 
     -0.00      0.00     22.01     22.00     42.84     -5.96 
     -0.00      0.01     24.03     23.00     44.83     -5.50 
     -0.00      0.01     26.01     24.00     46.82     -4.55 
     -0.00      0.01     28.01     25.00     48.86     -4.23 
     -0.00      0.01     30.04     26.00     50.83     -3.94 
     -0.01      0.01     32.01     27.00     52.83     -2.54 
     -0.01      0.01     34.00     28.00     54.81     -2.59 
     -0.01      0.01     35.98     29.00     56.80     -2.74 
     -0.01      0.01     37.96     30.00     58.78     -3.49 
     -0.01      0.01     39.94     31.00     60.77     -5.03 
     -0.01      0.01     41.93     32.00     62.79     -7.17 
     -0.01      0.01     43.94     33.00     64.80     -9.43 
     -0.01      0.01     45.96     34.00     66.83    -11.14 
     -0.01      0.01     47.98     35.00     68.86    -12.43 
      0.00      0.00     50.00     36.00     68.86    -12.82 
&
      0.00      0.00    -20.00      1.00      0.00     -5.38 
     -0.02     -0.02    -17.99      2.00      1.98     -5.04 
      0.03      0.01    -16.10      3.00      4.18     -5.56 
     -0.06     -0.05    -14.05      4.00      6.27     -7.56 
     -0.11     -0.09    -12.04      5.00      8.35     -9.26 
     -0.07     -0.10    -10.00      6.00     10.49    -10.75 
      0.03     -0.06     -8.01      7.00     12.55    -10.38 
      0.06      0.00     -6.03      8.00     14.72    -10.65 
     -0.04      0.00     -3.96      9.00     16.80    -11.39 
     -0.03     -0.05     -1.93     10.00     18.84     -9.74 
      0.00     -0.02      0.04     11.00     20.79     -7.94 
     -0.01     -0.00      1.97     12.00     22.79     -7.22 
     -0.02     -0.01      3.95     13.00     24.84     -8.79 
     -0.01     -0.00      5.99     14.00     26.88    -10.27 
     -0.01      0.01      8.01     15.00     28.87     -9.97 
     -0.00      0.00     10.00     16.00     30.92     -9.57 
     -0.00     -0.00     12.03     17.00     32.92     -9.66 
      0.00      0.00     14.04     18.00     34.90     -8.27 
     -0.00      0.01     16.01     19.00     36.93     -7.33 
     -0.00      0.01     18.04     20.00     38.91     -7.13 
     -0.00      0.00     20.01     21.00     40.91     -5.89 
     -0.00      0.00     22.01     22.00     42.94     -5.96 
     -0.00      0.01     24.03     23.00     44.93     -5.50 
     -0.00      0.01     26.02     24.00     46.92     -4.55 
     -0.00      0.01     28.01     25.00     48.96     -4.23 
     -0.00      0.01     30.04     26.00     50.93     -3.93 
     -0.01      0.01     32.01     27.00     52.92     -2.54 
     -0.01      0.01     34.00     28.00     54.91     -2.59 
     -0.01      0.01     35.98     29.00     56.89     -2.74 
     -0.01      0.01     37.96     30.00     58.87     -3.48 
     -0.01      0.01     39.94     31.00     60.87     -5.02 
     -0.01      0.01     41.93     32.00     62.88     -7.16 
     -0.01      0.01     43.94     33.00     64.90     -9.42 
     -0.01      0.01     45.95     34.00     66.93    -11.14 
     -0.01      0.01     47.98     35.00     68.96    -12.43 
      0.00      0.00     50.00     36.00     68.96    -12.82 
&
      0.00      0.00    -20.00      1.00      0.00     -5.38 
     -0.02     -0.03    -17.99      2.00      1.98     -5.04 
      0.03      0.01    -16.10      3.00      4.20     -5.53 
     -0.07     -0.06    -14.05      4.00      6.30     -7.54 
     -0.12     -0.10    -12.04      5.00      8.39     -9.23 
     -0.08     -0.11    -10.01      6.00     10.55    -10.72 
      0.03     -0.07     -8.01      7.00     12.61    -10.38 
      0.06      0.00     -6.04      8.00     14.80    -10.65 
     -0.04      0.00     -3.95      9.00     16.89    -11.38 
     -0.03     -0.05     -1.93     10.00     18.93     -9.72 
      0.00     -0.02      0.05     11.00     20.88     -7.93 
     -0.01     -0.00      1.97     12.00     22.88     -7.22 
     -0.02     -0.01      3.94     13.00     24.94     -8.78 
     -0.01     -0.00      5.98     14.00     26.98    -10.27 
     -0.01      0.01      8.02     15.00     28.97     -9.97 
     -0.01      0.00     10.00     16.00     31.02     -9.57 
     -0.00     -0.00     12.04     17.00     33.03     -9.65 
      0.00      0.00     14.04     18.00     35.01     -8.27 
     -0.00      0.01     16.01     19.00     37.04     -7.33 
     -0.00      0.01     18.04     20.00     39.01     -7.13 
     -0.00      0.00     20.01     21.00     41.02     -5.89 
     -0.00      0.01     22.01     22.00     43.04     -5.96 
     -0.00      0.01     24.03     23.00     45.03     -5.50 
     -0.00      0.01     26.02     24.00     47.02     -4.54 
     -0.00      0.01     28.01     25.00     49.06     -4.23 
     -0.00      0.01     30.04     26.00     51.04     -3.93 
     -0.01      0.01     32.01     27.00     53.03     -2.54 
     -0.01      0.01     34.00     28.00     55.01     -2.59 
     -0.01      0.01     35.98     29.00     56.99     -2.74 
     -0.02      0.01     37.95     30.00     58.97     -3.48 
     -0.01      0.01     39.93     31.00     60.96     -5.01 
     -0.01      0.01     41.92     32.00     62.98     -7.16 
     -0.01      0.01     43.93     33.00     65.00     -9.42 
     -0.01      0.01     45.95     34.00     67.03    -11.13 
     -0.01      0.01     47.98     35.00     69.07    -12.43 
      0.00      0.00     50.00     36.00     69.07    -12.82 
&
      0.00      0.00    -20.00      1.00      0.00     -5.38 
     -0.03     -0.03    -17.99      2.00      1.98     -5.04 
      0.03      0.01    -16.11      3.00      4.22     -5.51 
     -0.08     -0.06    -14.06      4.00      6.33     -7.51 
     -0.13     -0.11    -12.04      5.00      8.43     -9.19 
     -0.08     -0.13    -10.01      6.00     10.61    -10.69 
      0.04     -0.07     -8.01      7.00     12.68    -10.37 
      0.07      0.00     -6.04      8.00     14.89    -10.65 
     -0.04      0.00     -3.95      9.00     16.99    -11.37 
     -0.04     -0.06     -1.92     10.00     19.03     -9.70 
      0.00     -0.02      0.05     11.00     20.98     -7.93 
     -0.01     -0.00      1.97     12.00     22.98     -7.22 
     -0.02     -0.02      3.94     13.00     25.04     -8.78 
     -0.01     -0.00      5.98     14.00     27.09    -10.27 
     -0.01      0.01      8.02     15.00     29.07     -9.97 
     -0.01      0.00     10.00     16.00     31.13     -9.57 
     -0.00     -0.00     12.04     17.00     33.14     -9.65 
      0.00      0.00     14.04     18.00     35.11     -8.27 
     -0.00      0.01     16.01     19.00     37.15     -7.33 
     -0.01      0.01     18.04     20.00     39.12     -7.13 
     -0.00      0.01     20.01     21.00     41.13     -5.89 
     -0.01      0.01     22.01     22.00     43.15     -5.96 
     -0.00      0.01     24.03     23.00     45.14     -5.50 
     -0.00      0.01     26.02     24.00     47.13     -4.54 
     -0.00      0.01     28.01     25.00     49.18     -4.23 
     -0.00      0.01     30.05     26.00     51.15     -3.93 
     -0.01      0.01     32.01     27.00     53.14     -2.54 
     -0.01      0.01     34.00     28.00     55.12     -2.59 
     -0.01      0.01     35.98     29.00     57.10     -2.74 
     -0.02      0.01     37.95     30.00     59.07     -3.48 
     -0.02      0.01     39.92     31.00     61.07     -5.00 
     -0.01      0.01     41.91     32.00     63.08     -7.15 
     -0.01      0.01     43.92     33.00     65.11     -9.41 
     -0.01      0.01     45.94     34.00     67.14    -11.13 
     -0.01      0.01     47.97     35.00     69.19    -12.43 
      0.00      0.00     50.00     36.00     69.19    -12.82 
&
      0.00      0.00    -20.00      1.00      0.00     -5.38 
     -0.03     -0.03    -17.99      2.00      1.98     -5.04 
      0.04      0.02    -16.12      3.00      4.25     -5.48 
     -0.09     -0.07    -14.06      4.00      6.37     -7.49 
     -0.14     -0.12    -12.05      5.00      8.48     -9.15 
     -0.09     -0.14    -10.01      6.00     10.67    -10.65 
      0.04     -0.08     -8.01      7.00     12.75    -10.36 
      0.08      0.00     -6.04      8.00     14.98    -10.65 
     -0.05      0.00     -3.94      9.00     17.09    -11.36 
     -0.04     -0.07     -1.91     10.00     19.14     -9.67 
      0.00     -0.02      0.05     11.00     21.08     -7.92 
     -0.01     -0.00      1.96     12.00     23.08     -7.22 
     -0.02     -0.02      3.93     13.00     25.15     -8.77 
     -0.01     -0.00      5.98     14.00     27.20    -10.26 
     -0.01      0.01      8.02     15.00     29.19     -9.97 
     -0.01      0.00     10.00     16.00     31.24     -9.57 
     -0.00     -0.00     12.04     17.00     33.25     -9.65 
      0.00      0.00     14.05     18.00     35.23     -8.27 
     -0.00      0.01     16.01     19.00     37.27     -7.33 
     -0.01      0.01     18.05     20.00     39.24     -7.13 
     -0.00      0.01     20.01     21.00     41.24     -5.89 
     -0.01      0.01     22.01     22.00     43.27     -5.96 
     -0.00      0.01     24.04     23.00     45.26     -5.50 
     -0.00      0.01     26.02     24.00     47.25     -4.54 
     -0.00      0.01     28.01     25.00     49.30     -4.23 
     -0.01      0.01     30.05     26.00     51.27     -3.92 
     -0.01      0.01     32.02     27.00     53.25     -2.54 
     -0.01      0.01     34.00     28.00     55.24     -2.59 
     -0.02      0.01     35.98     29.00     57.21     -2.74 
     -0.02      0.01     37.94     30.00     59.18     -3.47 
     -0.02      0.01     39.91     31.00     61.18     -5.00 
     -0.02      0.01     41.90     32.00     63.20     -7.14 
     -0.01      0.01     43.92     33.00     65.22     -9.40 
     -0.01      0.01     45.94     34.00     67.26    -11.13 
     -0.01      0.01     47.97     35.00     69.31    -12.43 
      0.00      0.00     50.00     36.00     69.31    -12.82 
&
      0.00      0.00    -20.00      1.00      0.00     -5.38 
     -0.03     -0.04    -17.99      2.00      1.98     -5.03 
      0.04      0.02    -16.13      3.00      4.27     -5.46 
     -0.09     -0.08    -14.07      4.00      6.40     -7.46 
     -0.16     -0.13    -12.05      5.00      8.53     -9.11 
     -0.10     -0.15    -10.01      6.00     10.74    -10.62 
      0.05     -0.09     -8.01      7.00     12.83    -10.35 
      0.08      0.00     -6.05      8.00     15.08    -10.66 
     -0.05      0.00     -3.94      9.00     17.19    -11.35 
     -0.04     -0.07     -1.90     10.00     19.25     -9.65 
      0.00     -0.03      0.06     11.00     21.19     -7.92 
     -0.01     -0.00      1.96     12.00     23.19     -7.22 
     -0.02     -0.02      3.93     13.00     25.26     -8.76 
     -0.01     -0.00      5.98     14.00     27.32    -10.26 
     -0.01      0.01      8.02     15.00     29.30     -9.97 
     -0.01      0.00     10.00     16.00     31.37     -9.57 
     -0.00     -0.00     12.05     17.00     33.38     -9.65 
      0.00      0.00     14.05     18.00     35.35     -8.27 
     -0.00      0.01     16.02     19.00     37.39     -7.33 
     -0.01      0.01     18.05     20.00     39.36     -7.12 
     -0.00      0.01     20.01     21.00     41.37     -5.89 
     -0.01      0.01     22.01     22.00     43.40     -5.96 
     -0.00      0.01     24.04     23.00     45.38     -5.50 
     -0.00      0.01     26.02     24.00     47.37     -4.54 
     -0.00      0.02     28.01     25.00     49.42     -4.23 
     -0.01      0.02     30.06     26.00     51.39     -3.92 
     -0.01      0.01     32.02     27.00     53.38     -2.54 
     -0.01      0.01     34.00     28.00     55.36     -2.59 
     -0.02      0.01     35.97     29.00     57.33     -2.73 
     -0.02      0.01     37.94     30.00     59.30     -3.47 
     -0.02      0.02     39.91     31.00     61.30     -4.99 
     -0.02      0.01     41.89     32.00     63.32     -7.13 
     -0.02      0.01     43.91     33.00     65.34     -9.40 
     -0.01      0.01     45.93     34.00     67.38    -11.12 
     -0.01      0.01     47.97     35.00     69.44    -12.42 
      0.00      0.00     50.00     36.00     69.44    -12.82 
&
      0.00      0.00    -20.00      1.00      0.00     -5.38 
     -0.03     -0.04    -17.99      2.00      1.98     -5.03 
      0.04      0.02    -16.14      3.00      4.30     -5.43 
     -0.10     -0.08    -14.08      4.00      6.44     -7.44 
     -0.17     -0.14    -12.06      5.00      8.58     -9.06 
     -0.11     -0.17    -10.01      6.00     10.81    -10.58 
      0.05     -0.10     -8.01      7.00     12.91    -10.35 
      0.09      0.00     -6.05      8.00     15.18    -10.66 
     -0.06      0.00     -3.93      9.00     17.31    -11.34 
     -0.05     -0.08     -1.90     10.00     19.37     -9.62 
      0.00     -0.03      0.06     11.00     21.31     -7.91 
     -0.02     -0.00      1.96     12.00     23.30     -7.22 
     -0.03     -0.02      3.92     13.00     25.39     -8.75 
     -0.02     -0.00      5.98     14.00     27.44    -10.26 
     -0.01      0.01      8.02     15.00     29.43     -9.97 
     -0.01      0.00     10.00     16.00     31.50     -9.57 
     -0.00     -0.00     12.05     17.00     33.51     -9.64 
      0.00      0.00     14.06     18.00     35.48     -8.26 
     -0.00      0.01     16.02     19.00     37.52     -7.33 
     -0.01      0.01     18.05     20.00     39.49     -7.12 
     -0.00      0.01     20.01     21.00     41.50     -5.89 
     -0.01      0.01     22.02     22.00     43.53     -5.96 
     -0.00      0.01     24.04     23.00     45.52     -5.50 
     -0.00      0.01     26.03     24.00     47.51     -4.54 
     -0.00      0.02     28.01     25.00     49.56     -4.22 
     -0.01      0.02     30.06     26.00     51.53     -3.92 
     -0.01      0.01     32.02     27.00     53.51     -2.54 
     -0.01      0.02     34.00     28.00     55.49     -2.59 
     -0.02      0.02     35.97     29.00     57.46     -2.73 
     -0.02      0.01     37.93     30.00     59.42     -3.46 
     -0.02      0.02     39.90     31.00     61.42     -4.98 
     -0.02      0.01     41.89     32.00     63.44     -7.12 
     -0.02      0.02     43.90     33.00     65.47     -9.39 
     -0.02      0.01     45.93     34.00     67.52    -11.12 
     -0.01      0.01     47.97     35.00     69.57    -12.42 
      0.00      0.00     50.00     36.00     69.57    -12.82 
&
      0.00      0.00    -20.00      1.00      0.00     -5.38 
     -0.04     -0.04    -17.99      2.00      1.99     -5.03 
      0.05      0.02    -16.15      3.00      4.33     -5.40 
     -0.11     -0.09    -14.08      4.00      6.48     -7.41 
     -0.19     -0.15    -12.06      5.00      8.63     -9.01 
     -0.12     -0.19    -10.01      6.00     10.89    -10.54 
      0.05     -0.11     -8.01      7.00     13.00    -10.34 
      0.10      0.00     -6.05      8.00     15.29    -10.66 
     -0.06      0.00     -3.93      9.00     17.43    -11.33 
     -0.05     -0.09     -1.89     10.00     19.49     -9.59 
      0.00     -0.03      0.07     11.00     21.43     -7.91 
     -0.02     -0.00      1.96     12.00     23.42     -7.22 
     -0.03     -0.02      3.92     13.00     25.51     -8.75 
     -0.02     -0.00      5.97     14.00     27.57    -10.26 
     -0.01      0.01      8.02     15.00     29.56     -9.97 
     -0.01      0.00     10.00     16.00     31.63     -9.57 
     -0.00     -0.01     12.05     17.00     33.65     -9.64 
      0.00      0.00     14.06     18.00     35.62     -8.26 
     -0.00      0.01     16.02     19.00     37.66     -7.33 
     -0.01      0.01     18.06     20.00     39.63     -7.12 
     -0.00      0.01     20.02     21.00     41.63     -5.89 
     -0.01      0.01     22.02     22.00     43.67     -5.96 
     -0.00      0.01     24.05     23.00     45.66     -5.49 
     -0.00      0.01     26.03     24.00     47.64     -4.54 
     -0.00      0.02     28.01     25.00     49.70     -4.22 
     -0.01      0.02     30.06     26.00     51.67     -3.91 
     -0.01      0.01     32.02     27.00     53.65     -2.54 
     -0.01      0.02     34.00     28.00     55.63     -2.59 
     -0.02      0.02     35.97     29.00     57.59     -2.73 
     -0.02      0.01     37.93     30.00     59.56     -3.46 
     -0.02      0.02     39.89     31.00     61.55     -4.97 
     -0.02      0.01     41.88     32.00     63.57     -7.10 
     -0.02      0.02     43.89     33.00     65.61     -9.38 
     -0.02      0.01     45.92     34.00     67.65    -11.11 
     -0.01      0.01     47.96     35.00     69.72    -12.42 
      0.00      0.00     50.00     36.00     69.72    -12.82 
&
      0.00      0.00    -20.00      1.00      0.00     -5.38 
     -0.04     -0.05    -17.99      2.00      1.99     -5.02 
      0.05      0.03    -16.16      3.00      4.36     -5.37 
     -0.12     -0.10    -14.09      4.00      6.53     -7.38 
     -0.20     -0.16    -12.07      5.00      8.69     -8.97 
     -0.13     -0.20    -10.01      6.00     10.97    -10.49 
      0.06     -0.12     -8.01      7.00     13.09    -10.33 
      0.11      0.00     -6.05      8.00     15.40    -10.66 
     -0.07      0.00     -3.92      9.00     17.55    -11.32 
     -0.06     -0.10     -1.88     10.00     19.62     -9.56 
      0.00     -0.04      0.07     11.00     21.56     -7.90 
     -0.02     -0.00      1.95     12.00     23.55     -7.21 
     -0.03     -0.02      3.91     13.00     25.65     -8.74 
     -0.02     -0.00      5.97     14.00     27.71    -10.26 
     -0.02      0.01      8.02     15.00     29.70     -9.97 
     -0.01      0.00     10.00     16.00     31.78     -9.57 
     -0.00     -0.01     12.06     17.00     33.79     -9.64 
      0.00      0.00     14.06     18.00     35.76     -8.26 
     -0.00      0.01     16.02     19.00     37.81     -7.33 
     -0.01      0.01     18.06     20.00     39.77     -7.11 
     -0.00      0.01     20.02     21.00     41.78     -5.89 
     -0.01      0.01     22.02     22.00     43.82     -5.96 
     -0.01      0.01     24.05     23.00     45.80     -5.49 
     -0.00      0.02     26.03     24.00     47.79     -4.54 
     -0.00      0.02     28.01     25.00     49.85     -4.22 
     -0.01      0.02     30.07     26.00     51.81     -3.91 
     -0.01      0.02     32.02     27.00     53.79     -2.54 
     -0.02      0.02     34.00     28.00     55.77     -2.58 
     -0.02      0.02     35.97     29.00     57.73     -2.73 
     -0.03      0.02     37.92     30.00     59.70     -3.45 
     -0.02      0.02     39.88     31.00     61.69     -4.96 
     -0.02      0.01     41.87     32.00     63.71     -7.09 
     -0.02      0.02     43.88     33.00     65.75     -9.37 
     -0.02      0.01     45.91     34.00     67.80    -11.11 
     -0.02      0.01     47.96     35.00     69.87    -12.42 
      0.00      0.00     50.00     36.00     69.87    -12.82 
&
      0.00      0.00    -20.00      1.00      0.00     -5.38 
     -0.04     -0.05    -17.99      2.00      2.00     -5.02 
      0.06      0.03    -16.17      3.00      4.39     -5.34 
     -0.13     -0.11    -14.10      4.00      6.57     -7.35 
     -0.22     -0.18    -12.07      5.00      8.75     -8.91 
     -0.14     -0.22    -10.01      6.00     11.05    -10.45 
      0.06     -0.13     -8.02      7.00     13.19    -10.32 
      0.12      0.00     -6.05      8.00     15.52    -10.66 
     -0.07      0.00     -3.92      9.00     17.68    -11.31 
     -0.06     -0.10     -1.87     10.00     19.76     -9.53 
      0.00     -0.04      0.08     11.00     21.70     -7.90 
